month,date,race_name,url,distance_elevation_raw,distance_km,elevation_m,price,town,province,status
ABRIL,19/04/2026,Cursa de la Mata,https://curses.cat/lamata2026/,16km D+750m,16,750,,Garriguella,GIRONA,Active
ABRIL,19/04/2026,Cursa de la Mata,https://curses.cat/lamata2026/,11km D+375m,11,375,,Garriguella,GIRONA,Active
ABRIL,19/04/2026,Bacanal de Rupià,https://curses.cat/bacanal2026/,14km,14,,,Rupià,GIRONA,Active
ABRIL,19/04/2026,Bacanal de Rupià,https://curses.cat/bacanal2026/,8km,8,,,Rupià,GIRONA,Active
ABRIL,19/04/2026,Jurasic Trail Race,https://sportmaniacs.com/es/services/inscription/3ordm-jurasic-trail-race-2026,17km D+700m,17,700,,La Torre de Claramunt,BARCELONA,Active
ABRIL,19/04/2026,Jurasic Trail Race,https://sportmaniacs.com/es/services/inscription/3ordm-jurasic-trail-race-2026,8km D+300m,8,300,,La Torre de Claramunt,BARCELONA,Active
ABRIL,19/04/2026,Puigdefrou Exhaust,https://exhaust.lacelleradeter.cat/,18km D+900m,18,900,18€,La Cellera de Ter,GIRONA,Active
ABRIL,19/04/2026,Cursa del Pinxo,https://inscripcions.cat/cursadelpinxoasac2026/,19km,19,,,Cassà de la Selva,GIRONA,Active
ABRIL,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,42km D+3400m,42,3400,,Ribes de Freser,GIRONA,Active
ABRIL,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,23km D+1900m,23,1900,,Ribes de Freser,GIRONA,Active
ABRIL,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,16km D+1100m,16,1100,,Ribes de Freser,GIRONA,Active
ABRIL,25/04/2026,Cursa Medijocs,https://medijocs.comb.cat/cursaatletica.htm,8km,8,,,Sant Cugat del Vallès,BARCELONA,Active
ABRIL,25/04/2026,La Mata-Sants,https://www.circuitfer.cat/,20km D+900m,20,900,,Castellbò,LLEIDA,Active
ABRIL,25/04/2026,Trenkacames,https://ceer.web.app/,7km D+240m,7,240,,Rosselló,LLEIDA,Active
ABRIL,25/04/2026,Castarun,https://www.castarun.com/,10km,10,,,Sant Joan Despí,BARCELONA,Active
ABRIL,25/04/2026,Castarun,https://www.castarun.com/,5km,5,,,Sant Joan Despí,BARCELONA,Active
ABRIL,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,42km,42,,,Girona,GIRONA,Active
ABRIL,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,30km,30,,,Cassà de la Selva,GIRONA,Active
ABRIL,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,21km,21,,,Llagostera,GIRONA,Active
ABRIL,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,10km,10,,,Santa Cristina d'Aro,GIRONA,Active
ABRIL,26/04/2026,Trail Pobla de Montornés,https://trailpoblamontornes.webnode.cat/,"11,2km D+252m",11.2,252,,La Pobla de Montornés,BARCELONA,Active
ABRIL,26/04/2026,Trail Pobla de Montornés,https://trailpoblamontornes.webnode.cat/,"6,2km D+105m",6.2,105,,La Pobla de Montornés,BARCELONA,Active
ABRIL,26/04/2026,Cursa de muntanya de Rubí,https://cursamuntanyarubi.weebly.com/,"17,3km D+520m",17.3,520,,Rubí,BARCELONA,Active
ABRIL,26/04/2026,Cursa de muntanya de Rubí,https://cursamuntanyarubi.weebly.com/,"10,2km D+280m",10.2,280,,Rubí,BARCELONA,Active
ABRIL,26/04/2026,Trail 3 Comarques Alpens,https://trail3comarques.com/,"24,5km D+1200m",24.5,1200,,Alpens,BARCELONA,Active
ABRIL,26/04/2026,Trail 3 Comarques Alpens,https://trail3comarques.com/,"12,5km D+500m",12.5,500,,Alpens,BARCELONA,Active
ABRIL,26/04/2026,Un tomb pel Montsant,http://untombpelmontsant.com/,24km D+1229m,24,1229,,Cornudella de Monsant,TARRAGONA,Active
ABRIL,26/04/2026,Un tomb pel Montsant,http://untombpelmontsant.com/,"11,6km D+528m",11.6,528,,Cornudella de Monsant,TARRAGONA,Active
ABRIL,26/04/2026,Cursa dels Senglars,https://cursadelssenglars.bescanocorre.cat/,23km D+1000m,23,1000,,Bescanó,GIRONA,Active
ABRIL,26/04/2026,Cursa dels Senglars,https://cursadelssenglars.bescanocorre.cat/,13km D+600m,13,600,,Bescanó,GIRONA,Active
ABRIL,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,21km D+1100m,21,1100,,Cabrils,BARCELONA,Active
ABRIL,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,15km D+800m,15,800,,Cabrils,BARCELONA,Active
ABRIL,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,10km D+600m,10,600,,Cabrils,BARCELONA,Active
ABRIL,26/04/2026,Cursa de Muntanya Sant Martí Vell,https://www.curses.cat/cursagavarres2026/,20km D+850m,20,850,,Sant Martí Vell,GIRONA,Active
ABRIL,26/04/2026,L'Aleixar Trail,https://webtretzesports.wixsite.com/aleixartrail,"12,5km D+600m",12.5,600,,L'Aleixar,TARRAGONA,Active
ABRIL,26/04/2026,L'Aleixar Trail,https://webtretzesports.wixsite.com/aleixartrail,"8,7km D+350m",8.7,350,,L'Aleixar,TARRAGONA,Active
ABRIL,26/04/2026,Cursa La Talaia,https://cursalatalaia.blogspot.com/,18km,18,,,Vilanova i la Geltrú,BARCELONA,Active
ABRIL,26/04/2026,Cursa La Talaia,https://cursalatalaia.blogspot.com/,9km,9,,,Vilanova i la Geltrú,BARCELONA,Active
ABRIL,25/04/2026,Trenkacames,https://ceer.web.app/,14km D+480m,14,480,,Rosselló,LLEIDA,Active
ABRIL,,Trail Solidària Serramarina Alella,https://gesport.cat/5a-trail-solidaria-serramarina-alella/,21km,21,,,Alella,BARCELONA,TBD
ABRIL,,Trail Solidària Serramarina Alella,https://gesport.cat/3a-trail-solidaria-serramarina-alella/,12km,12,,,Alella,BARCELONA,TBD
ABRIL,,Cursa del NAT'S,https://www.nats.cat/noticies/118-10-cursa,"11,5km D+250m",11.5,250,,Sant Fruitós de Bages,BARCELONA,TBD
ABRIL,,Cursa del NAT'S,https://www.nats.cat/noticies/118-10-cursa,"7,5km",7.5,,,Sant Fruitós de Bages,BARCELONA,TBD
ABRIL,,Cursa de les Aixetes,https://cursadelesaixetes.com/,"23,8km D+950m",23.8,950,,Sant Feliu de Llobregat,BARCELONA,Cancelled
ABRIL,,Cursa de les Aixetes,https://cursadelesaixetes.com/,11km D+350m,11,350,,Sant Feliu de Llobregat,BARCELONA,Cancelled
ABRIL,,Mitja Desvern,https://mitjadesvern.cat/,21km D+795m,21,795,,Sant Just Desvern,BARCELONA,Cancelled
ABRIL,,Mitja Desvern,https://mitjadesvern.cat/,15km D+514m,15,514,,Sant Just Desvern,BARCELONA,Cancelled
ABRIL,,Mitja Desvern,https://mitjadesvern.cat/,8km D+295m,8,295,,Sant Just Desvern,BARCELONA,Cancelled
MAIG,02/05/2026,Trail Tros Guimerà,https://viuguimera.cat/trail-tros-guimera-informacio,22km D+600m,22,600,25€,Guimerà,LLEIDA,Active
MAIG,02/05/2026,Trail Tros Guimerà,https://viuguimera.cat/trail-tros-guimera-informacio,12km D+350m,12,350,16€,Guimerà,LLEIDA,Active
MAIG,09/05/2026,Skyrace Pic de l'Orri,https://www.skyracepicdelorri.com/,51km D+3743m,51,3743,62€,Vilamur,LLEIDA,Active
MAIG,09/05/2026,Skyrace Pic de l'Orri,https://www.skyracepicdelorri.com/,26km D+1623m,26,1623,37€,Vilamur,LLEIDA,Active
MAIG,09/05/2026,Skyrace Pic de l'Orri,https://www.skyracepicdelorri.com/,10km D+650m,10,650,15€,Vilamur,LLEIDA,Active
MAIG,17/05/2026,Trail Pujada al Ros,https://www.pujadaalros.cat/,21km D+950m,21,950,19€,Viladecavalls,BARCELONA,Active
MAIG,17/05/2026,Trail Pujada al Ros,https://www.pujadaalros.cat/,11km D+300m,11,300,11€,Viladecavalls,BARCELONA,Active
MAIG,30/05/2026,La Cabanera,https://cabanera.cat/,28km D+2000m,28,2000,45€,Torre de Capdella,LLEIDA,Active
MAIG,30/05/2026,La Cabanera,https://cabanera.cat/,23km D+1125m,23,1125,30€,Torre de Capdella,LLEIDA,Active
MAIG,30/05/2026,La Cabanera,https://cabanera.cat/,12km D+570m,12,570,20€,Torre de Capdella,LLEIDA,Active
MAIG,01/05/2026,Cursa de la Moixina,https://www.instagram.com/cursadelamoixina/,10km D+250m,10,250,,Olot,GIRONA,Active
MAIG,01/05/2026,Cursa de fons Les Tortugues,https://www.lestortugues.cat/cursa-1-de-maig/,14km,14,,,La Garriga,BARCELONA,Active
MAIG,01/05/2026,Cursa de fons Les Tortugues,https://www.lestortugues.cat/cursa-1-de-maig/,7km,7,,,La Garriga,BARCELONA,Active
MAIG,01/05/2026,Cros de l'1 de maig,https://www.amicsdelacursa.cat/cros.html,"10,3km D+220m",10.3,220,,Artés,BARCELONA,Active
MAIG,01/05/2026,Cros de l'1 de maig,https://www.amicsdelacursa.cat/cros.html,6km D+100m,6,100,,Artés,BARCELONA,Active
MAIG,02/05/2026,Trencacims,https://www.trencacims.com/,54km D+4000m,54,4000,,Paüls,TARRAGONA,Active
MAIG,02/05/2026,Trencacims,https://www.trencacims.com/,36km D+2600m,36,2600,,Paüls,TARRAGONA,Active
MAIG,02/05/2026,Beren Sant Quiri,http://www.beren.cat/,19km D+1200m,19,1200,,Berén,LLEIDA,Active
MAIG,03/05/2026,Trencacims,https://www.trencacims.com/,24km D+1800m,24,1800,,Paüls,TARRAGONA,Active
MAIG,03/05/2026,Trencacims,https://www.trencacims.com/,12km D+740m,12,740,,Paüls,TARRAGONA,Active
MAIG,03/05/2026,Vall d'Aro Run Series La Lineal,https://valldarorunseries.com/pages/la-lineal,"10,6km +190m",10.6,190,,S'Agaró,GIRONA,Active
MAIG,03/05/2026,Cursa solidària Cardedeu,https://corrigaires.cat/cursa-solidaria-de-cardedeu/,15km,15,,,Cardedeu,BARCELONA,Active
MAIG,03/05/2026,Cursa solidària Cardedeu,https://corrigaires.cat/cursa-solidaria-de-cardedeu/,10km,10,,,Cardedeu,BARCELONA,Active
MAIG,03/05/2026,Marxa Trail Albons,https://curses.cat/marxaalbons2026/,18km,18,,,Albons,GIRONA,Active
MAIG,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,"44,5km D+2800m",44.5,2800,,Berga,BARCELONA,Active
MAIG,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,"27,5km D+1750m",27.5,1750,,Berga,BARCELONA,Active
MAIG,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,"12,5km D+780m",12.5,780,,Berga,BARCELONA,Active
MAIG,16/05/2026,UTBCN Ultra Trail Barcelona,https://ultratrailbcn.com/,61km D+1976m,61,1976,,Sant Fruitós de Bages,BARCELONA,Active
MAIG,16/05/2026,UTBCN Ultra Trail Barcelona,https://ultratrailbcn.com/,40km D+1072m,40,1072,,Sant Fruitós de Bages,BARCELONA,Active
MAIG,16/05/2026,UTBCN Ultra Trail Barcelona,https://ultratrailbcn.com/,26km D+640m,26,640,,Sant Fruitós de Bages,BARCELONA,Active
MAIG,16/05/2026,UTBCN Ultra Trail Barcelona,https://ultratrailbcn.com/,11km D+265m,11,265,,Sant Fruitós de Bages,BARCELONA,Active
MAIG,16/05/2026,La Bandarra,https://www.labandarratrail.com/,49km D+2500m,49,2500,45€,Mont-ral,TARRAGONA,Active
MAIG,16/05/2026,La Bandarra,https://www.labandarratrail.com/,28km D+1150m,28,1150,25€,Mont-ral,TARRAGONA,Active
MAIG,16/05/2026,La Bandarra,https://www.labandarratrail.com/,"14,5km D+520m",14.5,520,18€,Mont-ral,TARRAGONA,Active
MAIG,17/05/2026,Trail Tarragona,http://trailtarragona.com/,18km D+429m,18,429,,Tarragona,TARRAGONA,Active
MAIG,17/05/2026,Trail Tarragona,http://trailtarragona.com/,"11,5km D+286m",11.5,286,,Tarragona,TARRAGONA,Active
MAIG,24/05/2026,Trail L'Enxerinada,https://lenxerinada.cat/,22km D+900m,22,900,,Girona,GIRONA,Active
MAIG,24/05/2026,Trail L'Enxerinada,https://lenxerinada.cat/,12km D+450m,12,450,,Girona,GIRONA,Active
MAIG,24/05/2026,Batega al Bac TRAIL,http://www.bategalbac.com/,27km D+1800m,27,1800,,Planoles,GIRONA,Active
MAIG,24/05/2026,Batega al Bac SPRINT,http://www.bategalbac.com/,18km D+1200m,18,1200,,Planoles,GIRONA,Active
MAIG,24/05/2026,Batega al Bac SHORT,http://www.bategalbac.com/,10km D+500m,10,500,,Planoles,GIRONA,Active
MAIG,31/05/2026,Trail Guilleries,https://trailguilleries.cat/,42km D+2100m,42,2100,,Sant Hilari Sacalm,GIRONA,Active
MAIG,31/05/2026,Trail Guilleries,https://trailguilleries.cat/,26km D+1300m,26,1300,,Sant Hilari Sacalm,GIRONA,Active
MAIG,31/05/2026,Trail Guilleries,https://trailguilleries.cat/,16km D+750m,16,750,,Sant Hilari Sacalm,GIRONA,Active
MAIG,31/05/2026,Vigía Trail,https://vigiatrail.runningvigia.com/,21km D+1100m,21,1100,,Santa Coloma de Gramanet,BARCELONA,Active
MAIG,31/05/2026,Vigía Trail,https://vigiatrail.runningvigia.com/,10km D+400m,10,400,,Santa Coloma de Gramanet,BARCELONA,Active
MAIG,31/05/2026,Sant Amand Trail,https://linktr.ee/stamandtrail/,23km D+1300m,23,1300,,Ripoll,GIRONA,Active
MAIG,31/05/2026,Sant Amand Trail,https://linktr.ee/stamandtrail/,14km D+550m,14,550,,Ripoll,GIRONA,Active
JUNY,06/06/2026,Lles Xtrail,https://misports.cat/carreras/lles-xtrail/,69km D+3530m,69,3530,,Lles,LLEIDA,Active
JUNY,06/06/2026,Lles Xtrail,https://misports.cat/carreras/lles-xtrail/,44km D+2000m,44,2000,,Lles,LLEIDA,Active
JUNY,06/06/2026,Lles Xtrail,https://misports.cat/carreras/lles-xtrail/,30km D+1470m,30,1470,,Lles,LLEIDA,Active
JUNY,06/06/2026,Lles Xtrail,https://misports.cat/carreras/lles-xtrail/,15km D+1000m,15,1000,,Lles,LLEIDA,Active
JUNY,07/06/2026,Trail Lo Bunker,http://lobunkertrail.blogspot.com/,22km D+1200m,22,1200,,Foradada,LLEIDA,Active
JUNY,07/06/2026,Trail Lo Bunker,http://lobunkertrail.blogspot.com/,14km D+700m,14,700,,Foradada,LLEIDA,Active
JUNY,07/06/2026,Molló Trail,https://www.mollotrail.cat/,21km,21,,,Molló,GIRONA,Active
JUNY,07/06/2026,Molló Trail,https://www.mollotrail.cat/,15km,15,,,Molló,GIRONA,Active
JUNY,13/06/2026,Vertical Puigestelup,https://uesantjoan.cat/,4km D+1047m,4,1047,,Ogassa,GIRONA,Active
JUNY,14/06/2026,La Ribalera,https://www.laribalera.cat/,42km D+3400m,42,3400,,Tírvia,LLEIDA,Active
JUNY,14/06/2026,La Ribalera,https://www.laribalera.cat/,27km D+2000m,27,2000,,Tírvia,LLEIDA,Active
JUNY,14/06/2026,La Ribalera,https://www.laribalera.cat/,16km D+1040m,16,1040,,Tírvia,LLEIDA,Active
JUNY,20/06/2026,Cavalls del Vent,https://www.cavallsdelvent.com/festival/,"84,2km D+5600m",84.2,5600,,Refugi Lluis Estasen,BARCELONA,Active
JUNY,20/06/2026,Cavalls del Vent HALF,https://www.cavallsdelvent.com/festival/,"55,1km",55.1,,,Refugi Lluis Estasen,BARCELONA,Active
JULIOL,01/07/2026,Aran by UTMB,https://valdaran.utmb.world/,10km D+600m,10,600,,Vielha,LLEIDA,Active
JULIOL,02/07/2026,Aran by UTMB,https://valdaran.utmb.world/,55km D+3300m,55,3300,,Vielha,LLEIDA,Active
JULIOL,03/07/2026,Aran by UTMB,https://valdaran.utmb.world/,162km D+10700m,162,10700,,Vielha,LLEIDA,Active
JULIOL,03/07/2026,Aran by UTMB,https://valdaran.utmb.world/,110km D+6400m,110,6400,,Vielha,LLEIDA,Active
JULIOL,04/07/2026,Aran by UTMB,https://valdaran.utmb.world/,18km D+900m,18,900,,Beret,LLEIDA,Active
JULIOL,05/07/2026,Aran by UTMB,https://valdaran.utmb.world/,32km D+2100m,32,2100,,Vielha,LLEIDA,Active
JULIOL,11/07/2026,Corriols de Foc,https://www.corriols.cat/,30km D+1600m,30,1600,,Vallfogona de Ripollès,GIRONA,Active
JULIOL,11/07/2026,Corriols de Foc,https://www.corriols.cat/,20km D+1300m,20,1300,,Vallfogona de Ripollès,GIRONA,Active
JULIOL,12/07/2026,Trail Els Esterregalls,https://trailesterregalls.com/,21km D+900m,21,900,,Isòvol,GIRONA,Active
JULIOL,12/07/2026,Trail Els Esterregalls,https://trailesterregalls.com/,15km D+550m,15,550,,Isòvol,GIRONA,Active
AGOST,02/08/2026,Trobada Aristot,https://trobada-aristot.jimdofree.com/,23km D+1750m,23,1750,,Aristot,LLEIDA,Active
AGOST,02/08/2026,Trobada Aristot,https://trobada-aristot.jimdofree.com/,16km D+1050m,16,1050,,Aristot,LLEIDA,Active
AGOST,02/08/2026,Trobada Aristot,https://trobada-aristot.jimdofree.com/,10km D+600m,10,600,,Aristot,LLEIDA,Active
AGOST,29/8-05/09/2026,Pyrenees Stage Run,https://psr.run/en/,240km D+15000m,240,15000,,Ribes de Freser,GIRONA,Active
SETEMBRE,05/09/2026,Burriac Atac,http://burriacatac.cat/,"21,4km D+1090m",21.4,1090,,Vilassar de Mar,BARCELONA,Active
SETEMBRE,05/09/2026,Burriac Atac,http://burriacatac.cat/,"15,7km D+650m",15.7,650,,Vilassar de Mar,BARCELONA,Active
SETEMBRE,06/09/2026,La Marrana Skyrace,https://cursalamarrana.com/,"24,5km D+1900m",24.5,1900,,Vallter,GIRONA,Active
SETEMBRE,06/09/2026,La Marrana Skyrace,https://cursalamarrana.com/,13km D+1100m,13,1100,,Vallter,GIRONA,Active
SETEMBRE,06/09/2026,La Marrana Skyrace,https://cursalamarrana.com/,11km D+880m,11,880,,Vallter,GIRONA,Active
SETEMBRE,19/09/2026,Taga 2040 EVO,https://taga2040.com/,28km D+2000m,28,2000,,Sant Joan de les Abadesses,GIRONA,Active
SETEMBRE,19/09/2026,Taga 2040 EVO,https://taga2040.com/,15km D+900m,15,900,,Sant Joan de les Abadesses,GIRONA,Active
SETEMBRE,19/09/2026,Taga 2040 EVO,https://taga2040.com/,"9,7km D+500m",9.7,500,,Sant Joan de les Abadesses,GIRONA,Active
SETEMBRE,20/09/2026,Cursa Transfronterera,https://www.circuitfer.cat/,20km D+1500m,20,1500,,La Seu d'Urgell,LLEIDA,Active
SETEMBRE,27/09/2026,Pujada al Montsià,https://www.pujadamontsia.cat/,30km D+1880m,30,1880,,Alcanar,TARRAGONA,Active
SETEMBRE,27/09/2026,Pujada al Montsià,https://www.pujadamontsia.cat/,"15,5km D+651m",15.5,651,,Alcanar,TARRAGONA,Active
SETEMBRE,27/09/2026,Pujada al Montsià,https://www.pujadamontsia.cat/,"12,5km D+490m",12.5,490,,Alcanar,TARRAGONA,Active
